Species;Otdel;N;B;Date;Horizon;Station
Pseudo–nitzschia delicatissima;Bacil;343.00;0.03;2013-04-23;0;Балка_фоновая
Rhizosolenia setigera;Bacil;171.00;8.39;2013-04-23;0;Балка_фоновая
Thalassiosira sp. (d=32);Bacil;6171.00;49.61;2013-04-23;0;Балка_фоновая
Gonyaulax spinifera;Dino;171.00;2.02;2013-04-23;0;Балка_фоновая
Gyrodinium spirale;Dino;2229.00;247.05;2013-04-23;0;Балка_фоновая
Protoperidinium pellucidum;Dino;857.00;7.71;2013-04-23;0;Балка_фоновая
Scrippsiella trochoidea;Dino;343.00;2.05;2013-04-23;0;Балка_фоновая
Chaetoceros didymus;Bacil;2100.00;3.57;2013-04-23;2;Балка_фоновая
Licmophora abbreviata;Bacil;900.00;0.54;2013-04-23;2;Балка_фоновая
Tabularia fasciculata;Bacil;300.00;63.00;2013-04-23;2;Балка_фоновая
Thalassionema frauenfeldii;Bacil;150.00;1.53;2013-04-23;2;Балка_фоновая
Thalassiosira sp. (d=32);Bacil;1350.00;10.85;2013-04-23;2;Балка_фоновая
Gymnodinium simplex;Dino;150.00;0.04;2013-04-23;2;Балка_фоновая
Gyrodinium spirale;Dino;750.00;83.14;2013-04-23;2;Балка_фоновая
Protoperidinium pellucidum;Dino;150.00;1.35;2013-04-23;2;Балка_фоновая
Scrippsiella trochoidea;Dino;150.00;0.90;2013-04-23;2;Балка_фоновая
Eutreptia lanowii;Eugle;150.00;0.16;2013-04-23;2;Балка_фоновая
Chaetoceros convolutus;Bacil;300.00;2.05;2013-04-23;5;Балка_фоновая
Chaetoceros didymus;Bacil;450.00;0.76;2013-04-23;5;Балка_фоновая
Thalassionema frauenfeldii;Bacil;150.00;1.53;2013-04-23;5;Балка_фоновая
Thalassiosira sp. (d=32);Bacil;3450.00;27.73;2013-04-23;5;Балка_фоновая
Protoperidinium bipes;Dino;150.00;0.39;2013-04-23;5;Балка_фоновая
Protoperidinium pellucidum;Dino;600.00;5.40;2013-04-23;5;Балка_фоновая
Licmophora abbreviata;Bacil;643.00;0.39;2013-05-07;0;Балка_фоновая
Odontella aurita;Bacil;129.00;3.15;2013-05-07;0;Балка_фоновая
Thalassiosira sp. (d=32);Bacil;386.00;3.10;2013-05-07;0;Балка_фоновая
Dinophysis acuminata;Dino;129.00;4.75;2013-05-07;0;Балка_фоновая
Gonyaulax digitale;Dino;129.00;1.54;2013-05-07;0;Балка_фоновая
Gymnodinium sp.;Dino;900.00;32.40;2013-05-07;0;Балка_фоновая
Gyrodinium spirale;Dino;1414.00;156.78;2013-05-07;0;Балка_фоновая
Protoperidinium conicum;Dino;129.00;15.72;2013-05-07;0;Балка_фоновая
Protoperidinium pellucidum;Dino;1929.00;17.35;2013-05-07;0;Балка_фоновая
Eutreptia lanowii;Eugle;2057.00;2.13;2013-05-07;0;Балка_фоновая
Thalassiosira sp. (d=32);Bacil;271.00;2.18;2013-05-07;2;Балка_фоновая
Gyrodinium spirale;Dino;271.00;30.09;2013-05-07;2;Балка_фоновая
Protoperidinium pellucidum;Dino;271.00;2.44;2013-05-07;2;Балка_фоновая
Pyrophacus horologium;Dino;136.00;15.11;2013-05-07;2;Балка_фоновая
Eutreptia sp.;Eugle;60257.00;180.77;2013-05-07;2;Балка_фоновая
Eutreptia lanowii;Eugle;21443.00;22.22;2013-05-07;2;Балка_фоновая
Cocconeis scutellum;Bacil;157.00;0.20;2013-05-07;5;Балка_фоновая
Coscinodiscus oculus–iridis;Bacil;471.00;444.09;2013-05-07;5;Балка_фоновая
Thalassionema frauenfeldii;Bacil;157.00;1.60;2013-05-07;5;Балка_фоновая
Thalassiosira sp. (d=40);Bacil;157.00;7.71;2013-05-07;5;Балка_фоновая
Dinophysis acuminata;Dino;157.00;5.80;2013-05-07;5;Балка_фоновая
Heterocapsa triquetra;Dino;629.00;2.35;2013-05-07;5;Балка_фоновая
Protoperidinium pellucidum;Dino;943.00;8.48;2013-05-07;5;Балка_фоновая
Eutreptia sp.;Eugle;15400.00;46.20;2013-05-07;5;Балка_фоновая
Eutreptia lanowii;Eugle;27029.00;28.00;2013-05-07;5;Балка_фоновая
Cocconeis scutellum;Bacil;143.00;0.19;2013-05-21;0;Балка_фоновая
Licmophora abbreviata;Bacil;571.00;0.34;2013-05-21;0;Балка_фоновая
Melosira moniliformis;Bacil;286.00;4.07;2013-05-21;0;Балка_фоновая
Navicula sp.;Bacil;143.00;0.27;2013-05-21;0;Балка_фоновая
Thalassionema frauenfeldii;Bacil;1286.00;13.08;2013-05-21;0;Балка_фоновая
Thalassionema nitzschioides;Bacil;429.00;1.91;2013-05-21;0;Балка_фоновая
Thalassiosira sp. (d=32);Bacil;286.00;2.30;2013-05-21;0;Балка_фоновая
Dinophysis acuminata;Dino;1714.00;63.30;2013-05-21;0;Балка_фоновая
Oxytoxum sceptrum;Dino;143.00;0.05;2013-05-21;0;Балка_фоновая
Oblea rotundata;Dino;571.00;2.70;2013-05-21;0;Балка_фоновая
Protoperidinium bipes;Dino;143.00;0.37;2013-05-21;0;Балка_фоновая
Protoperidinium pellucidum;Dino;3000.00;26.99;2013-05-21;0;Балка_фоновая
Protoperidinium thorianum;Dino;286.00;17.94;2013-05-21;0;Балка_фоновая
Scrippsiella trochoidea;Dino;286.00;1.71;2013-05-21;0;Балка_фоновая
Licmophora abbreviata;Bacil;750.00;0.45;2013-05-21;2;Балка_фоновая
Pseudo–nitzschia delicatissima;Bacil;300.00;0.03;2013-05-21;2;Балка_фоновая
Thalassionema frauenfeldii;Bacil;150.00;1.53;2013-05-21;2;Балка_фоновая
Thalassiosira sp. (d=32);Bacil;450.00;3.62;2013-05-21;2;Балка_фоновая
Gyrodinium spirale;Dino;300.00;33.26;2013-05-21;2;Балка_фоновая
Oblea rotundata;Dino;150.00;0.71;2013-05-21;2;Балка_фоновая
Protoperidinium divergens;Dino;150.00;1.61;2013-05-21;2;Балка_фоновая
Protoperidinium pellucidum;Dino;1200.00;10.79;2013-05-21;2;Балка_фоновая
Scrippsiella trochoidea;Dino;600.00;3.59;2013-05-21;2;Балка_фоновая
Chaetoceros debilis;Bacil;300.00;0.33;2013-05-21;5;Балка_фоновая
Cocconeis scutellum;Bacil;150.00;0.20;2013-05-21;5;Балка_фоновая
Licmophora abbreviata;Bacil;1350.00;0.81;2013-05-21;5;Балка_фоновая
Thalassiosira sp. (d=32);Bacil;300.00;2.41;2013-05-21;5;Балка_фоновая
Dinophysis acuminata;Dino;750.00;27.70;2013-05-21;5;Балка_фоновая
Oblea rotundata;Dino;300.00;1.42;2013-05-21;5;Балка_фоновая
Protoperidinium bipes;Dino;150.00;0.39;2013-05-21;5;Балка_фоновая
Protoperidinium brevipes;Dino;600.00;3.91;2013-05-21;5;Балка_фоновая
Protoperidinium pellucidum;Dino;1050.00;9.45;2013-05-21;5;Балка_фоновая
Scrippsiella trochoidea;Dino;150.00;0.90;2013-05-21;5;Балка_фоновая
Ceratoneis closterium;Bacil;550.00;0.30;2013-06-04;0;Балка_фоновая
Licmophora abbreviata;Bacil;275.00;0.17;2013-06-04;0;Балка_фоновая
Dactyliosolen fragilissimus;Bacil;275.00;3.89;2013-06-04;0;Балка_фоновая
Thalassionema frauenfeldii;Bacil;275.00;2.80;2013-06-04;0;Балка_фоновая
Dinophysis acuminata;Dino;1650.00;60.93;2013-06-04;0;Балка_фоновая
Gonyaulax spinifera;Dino;138.00;1.62;2013-06-04;0;Балка_фоновая
Gymnodinium simplex;Dino;275.00;0.08;2013-06-04;0;Балка_фоновая
Oblea rotundata;Dino;550.00;2.60;2013-06-04;0;Балка_фоновая
Protoperidinium brevipes;Dino;550.00;3.58;2013-06-04;0;Балка_фоновая
Protoperidinium pellucidum;Dino;413.00;3.71;2013-06-04;0;Балка_фоновая
Licmophora abbreviata;Bacil;131.00;0.08;2013-06-04;2;Балка_фоновая
Dactyliosolen fragilissimus;Bacil;2231.00;31.59;2013-06-04;2;Балка_фоновая
Thalassionema frauenfeldii;Bacil;131.00;1.34;2013-06-04;2;Балка_фоновая
Thalassionema nitzschioides;Bacil;263.00;1.17;2013-06-04;2;Балка_фоновая
Dinophysis acuminata;Dino;919.00;33.93;2013-06-04;2;Балка_фоновая
Diplopsalis lenticula f. lenticula;Dino;131.00;18.60;2013-06-04;2;Балка_фоновая
Gymnodinium simplex;Dino;1050.00;0.30;2013-06-04;2;Балка_фоновая
Gyrodinium spirale;Dino;131.00;14.55;2013-06-04;2;Балка_фоновая
Protoperidinium brevipes;Dino;394.00;2.57;2013-06-04;2;Балка_фоновая
Protoperidinium pellucidum;Dino;656.00;5.90;2013-06-04;2;Балка_фоновая
Ceratoneis closterium;Bacil;943.00;0.52;2013-06-04;5;Балка_фоновая
Licmophora abbreviata;Bacil;629.00;0.38;2013-06-04;5;Балка_фоновая
Dactyliosolen fragilissimus;Bacil;3143.00;44.50;2013-06-04;5;Балка_фоновая
Thalassionema frauenfeldii;Bacil;629.00;6.39;2013-06-04;5;Балка_фоновая
Thalassiosira sp. (d=40);Bacil;157.00;7.71;2013-06-04;5;Балка_фоновая
Dinophysis acuminata;Dino;1414.00;52.22;2013-06-04;5;Балка_фоновая
Gonyaulax digitale;Dino;314.00;3.76;2013-06-04;5;Балка_фоновая
Protoperidinium brevipes;Dino;157.00;1.02;2013-06-04;5;Балка_фоновая
Protoperidinium pellucidum;Dino;314.00;2.83;2013-06-04;5;Балка_фоновая
Cocconeis scutellum;Bacil;269.00;0.35;2013-06-20;0;Балка_фоновая
Coscinodiscus sp.;Bacil;269.00;33.57;2013-06-20;0;Балка_фоновая
Ceratoneis closterium;Bacil;134.00;0.07;2013-06-20;0;Балка_фоновая
Ditylum brightwellii;Bacil;134.00;6.38;2013-06-20;0;Балка_фоновая
Leptocylindrus danicus;Bacil;403.00;1.04;2013-06-20;0;Балка_фоновая
Pseudo–nitzschia pungens;Bacil;134.00;2.01;2013-06-20;0;Балка_фоновая
Pleurosigma formosum;Bacil;134.00;8.06;2013-06-20;0;Балка_фоновая
Skeletonema costatum;Bacil;1343.00;0.77;2013-06-20;0;Балка_фоновая
Thalassionema frauenfeldii;Bacil;5506.00;56.01;2013-06-20;0;Балка_фоновая
Dinophysis acuminata;Dino;671.00;24.79;2013-06-20;0;Балка_фоновая
Gymnodinium simplex;Dino;806.00;0.23;2013-06-20;0;Балка_фоновая
Gyrodinium fusiforme;Dino;134.00;3.60;2013-06-20;0;Балка_фоновая
Gyrodinium spirale;Dino;269.00;29.77;2013-06-20;0;Балка_фоновая
Oxytoxum sceptrum;Dino;134.00;0.04;2013-06-20;0;Балка_фоновая
Protoperidinium pellucidum;Dino;134.00;1.21;2013-06-20;0;Балка_фоновая
Protoperidinium pentagonum;Dino;134.00;15.11;2013-06-20;0;Балка_фоновая
Chaetoceros sp.;Bacil;2520.00;2.75;2013-06-20;2;Балка_фоновая
Cocconeis scutellum;Bacil;280.00;0.36;2013-06-20;2;Балка_фоновая
Coscinodiscus sp.;Bacil;280.00;35.00;2013-06-20;2;Балка_фоновая
Ceratoneis closterium;Bacil;840.00;0.46;2013-06-20;2;Балка_фоновая
Leptocylindrus minimus;Bacil;2380.00;0.59;2013-06-20;2;Балка_фоновая
Skeletonema costatum;Bacil;4620.00;2.66;2013-06-20;2;Балка_фоновая
Tabularia fasciculata;Bacil;280.00;58.80;2013-06-20;2;Балка_фоновая
Thalassionema frauenfeldii;Bacil;11480.00;116.79;2013-06-20;2;Балка_фоновая
Dinophysis acuminata;Dino;700.00;25.85;2013-06-20;2;Балка_фоновая
Gonyaulax spinifera;Dino;280.00;3.30;2013-06-20;2;Балка_фоновая
Gymnodinium simplex;Dino;280.00;0.08;2013-06-20;2;Балка_фоновая
Gyrodinium fusiforme;Dino;280.00;7.50;2013-06-20;2;Балка_фоновая
Protoperidinium pellucidum;Dino;280.00;2.52;2013-06-20;2;Балка_фоновая
Protoperidinium pentagonum;Dino;140.00;15.75;2013-06-20;2;Балка_фоновая
Prorocentrum foraminosum;Dino;140.00;1.65;2013-06-20;2;Балка_фоновая
Scrippsiella sp.;Dino;140.00;0.84;2013-06-20;2;Балка_фоновая
Chaetoceros sp.;Bacil;857.00;1.63;2013-06-20;5;Балка_фоновая
Chaetoceros debilis;Bacil;1143.00;1.25;2013-06-20;5;Балка_фоновая
Cocconeis scutellum;Bacil;143.00;0.19;2013-06-20;5;Балка_фоновая
Coscinodiscus sp.;Bacil;143.00;17.86;2013-06-20;5;Балка_фоновая
Ceratoneis closterium;Bacil;1000.00;0.55;2013-06-20;5;Балка_фоновая
Leptocylindrus danicus;Bacil;2000.00;5.17;2013-06-20;5;Балка_фоновая
Leptocylindrus minimus;Bacil;286.00;0.07;2013-06-20;5;Балка_фоновая
Licmophora abbreviata;Bacil;143.00;0.09;2013-06-20;5;Балка_фоновая
Odontella aurita;Bacil;714.00;17.52;2013-06-20;5;Балка_фоновая
Rhizosolenia setigera;Bacil;143.00;6.99;2013-06-20;5;Балка_фоновая
Thalassionema frauenfeldii;Bacil;12143.00;123.53;2013-06-20;5;Балка_фоновая
Thalassionema nitzschioides;Bacil;429.00;1.91;2013-06-20;5;Балка_фоновая
Thalassiosira sp. (d=32);Bacil;286.00;2.30;2013-06-20;5;Балка_фоновая
Dinophysis acuminata;Dino;1571.00;58.03;2013-06-20;5;Балка_фоновая
Dinophysis acuta;Dino;143.00;4.29;2013-06-20;5;Балка_фоновая
Gyrodinium fusiforme;Dino;143.00;3.83;2013-06-20;5;Балка_фоновая
Gyrodinium spirale;Dino;143.00;15.84;2013-06-20;5;Балка_фоновая
Oxytoxum sceptrum;Dino;143.00;0.05;2013-06-20;5;Балка_фоновая
Protoperidinium pentagonum;Dino;143.00;16.07;2013-06-20;5;Балка_фоновая
Chaetoceros affinis;Bacil;1286.00;4.71;2013-07-02;0;Балка_фоновая
Chaetoceros sp.;Bacil;6300.00;6.87;2013-07-02;0;Балка_фоновая
Chaetoceros decipiens;Bacil;1800.00;15.33;2013-07-02;0;Балка_фоновая
Coscinodiscus sp.;Bacil;257.00;32.14;2013-07-02;0;Балка_фоновая
Ceratoneis closterium;Bacil;129.00;0.07;2013-07-02;0;Балка_фоновая
Licmophora abbreviata;Bacil;257.00;0.15;2013-07-02;0;Балка_фоновая
Pseudo–nitzschia delicatissima;Bacil;2443.00;0.24;2013-07-02;0;Балка_фоновая
Rhizosolenia setigera;Bacil;129.00;6.29;2013-07-02;0;Балка_фоновая
Thalassionema frauenfeldii;Bacil;129.00;1.31;2013-07-02;0;Балка_фоновая
Cryptomonas sp.;Cryp;5143.00;0.47;2013-07-02;0;Балка_фоновая
Cryptomonas sp.;Cryp;3086.00;0.70;2013-07-02;0;Балка_фоновая
Ceratium fusus;Dino;129.00;4.44;2013-07-02;0;Балка_фоновая
Dinophysis acuminata;Dino;6043.00;223.14;2013-07-02;0;Балка_фоновая
Gonyaulax digitale;Dino;129.00;1.54;2013-07-02;0;Балка_фоновая
Gymnodinium simplex;Dino;129.00;0.04;2013-07-02;0;Балка_фоновая
Oxytoxum sceptrum;Dino;129.00;0.04;2013-07-02;0;Балка_фоновая
Oblea rotundata;Dino;257.00;1.21;2013-07-02;0;Балка_фоновая
Protoperidinium bipes;Dino;129.00;0.33;2013-07-02;0;Балка_фоновая
Protoperidinium pellucidum;Dino;129.00;1.16;2013-07-02;0;Балка_фоновая
Scrippsiella trochoidea;Dino;2314.00;13.86;2013-07-02;0;Балка_фоновая
Small flagellata;Small flagellata;2186.00;0.09;2013-07-02;0;Балка_фоновая
Noctiluca scintillans;Dino;643.00;9925.86;2013-07-02;0;Балка_фоновая
Chaetoceros sp.;Bacil;2160.00;4.10;2013-07-02;2;Балка_фоновая
Coscinodiscus sp.;Bacil;480.00;60.00;2013-07-02;2;Балка_фоновая
Licmophora abbreviata;Bacil;120.00;0.07;2013-07-02;2;Балка_фоновая
Pseudo–nitzschia delicatissima;Bacil;360.00;0.04;2013-07-02;2;Балка_фоновая
Pseudo–nitzschia multistriata;Bacil;600.00;0.83;2013-07-02;2;Балка_фоновая
Pleurosigma formosum;Bacil;120.00;7.20;2013-07-02;2;Балка_фоновая
Cryptomonas sp.;Cryp;2760.00;0.63;2013-07-02;2;Балка_фоновая
Amphidinium longum;Dino;240.00;0.24;2013-07-02;2;Балка_фоновая
Dinophysis acuminata;Dino;2640.00;97.49;2013-07-02;2;Балка_фоновая
Dinophysis fortii;Dino;240.00;4.88;2013-07-02;2;Балка_фоновая
Gymnodinium simplex;Dino;120.00;0.03;2013-07-02;2;Балка_фоновая
Gyrodinium fusiforme;Dino;360.00;9.64;2013-07-02;2;Балка_фоновая
Protoperidinium claudicans;Dino;120.00;7.50;2013-07-02;2;Балка_фоновая
Protoperidinium pellucidum;Dino;240.00;2.16;2013-07-02;2;Балка_фоновая
Scrippsiella trochoidea;Dino;1200.00;7.19;2013-07-02;2;Балка_фоновая
Noctiluca scintillans;Dino;429.00;6617.24;2013-07-02;2;Балка_фоновая
Chaetoceros sp.;Bacil;1571.00;1.71;2013-07-02;5;Балка_фоновая
Cocconeis scutellum;Bacil;143.00;0.19;2013-07-02;5;Балка_фоновая
Ceratoneis closterium;Bacil;143.00;0.08;2013-07-02;5;Балка_фоновая
Pseudo–nitzschia multistriata;Bacil;286.00;0.39;2013-07-02;5;Балка_фоновая
Thalassionema frauenfeldii;Bacil;429.00;4.36;2013-07-02;5;Балка_фоновая
Cryptomonas sp.;Cryp;10857.00;2.48;2013-07-02;5;Балка_фоновая
Dinophysis acuminata;Dino;1286.00;47.48;2013-07-02;5;Балка_фоновая
Dinophysis fortii;Dino;429.00;8.71;2013-07-02;5;Балка_фоновая
Akashiwo sanguinea;Dino;143.00;5.14;2013-07-02;5;Балка_фоновая
Protoperidinium pellucidum;Dino;714.00;6.43;2013-07-02;5;Балка_фоновая
Scrippsiella trochoidea;Dino;2143.00;12.83;2013-07-02;5;Балка_фоновая
Small flagellata;Small flagellata;4143.00;0.17;2013-07-02;5;Балка_фоновая
Noctiluca scintillans;Dino;286.00;4411.50;2013-07-02;5;Балка_фоновая
Ditylum brightwellii;Bacil;274.00;13.03;2013-08-06;0;Балка_фоновая
Skeletonema sp.;Bacil;3566.00;2.05;2013-08-06;0;Балка_фоновая
Thalassionema frauenfeldii;Bacil;2469.00;25.11;2013-08-06;0;Балка_фоновая
Protoperidinium pellucidum;Dino;1646.00;14.80;2013-08-06;0;Балка_фоновая
Prorocentrum micans;Dino;11246.00;132.70;2013-08-06;0;Балка_фоновая
Prorocentrum triestinum;Dino;20023.00;27.57;2013-08-06;0;Балка_фоновая
Coscinodiscus sp.;Bacil;291.00;36.43;2013-08-06;2;Балка_фоновая
Ditylum brightwellii;Bacil;729.00;34.60;2013-08-06;2;Балка_фоновая
Rhizosolenia setigera;Bacil;146.00;7.13;2013-08-06;2;Балка_фоновая
Skeletonema sp.;Bacil;11366.00;6.55;2013-08-06;2;Балка_фоновая
Thalassionema frauenfeldii;Bacil;1749.00;17.79;2013-08-06;2;Балка_фоновая
Ceratium fusus;Dino;583.00;20.13;2013-08-06;2;Балка_фоновая
Dinophysis rotundata;Dino;146.00;1.73;2013-08-06;2;Балка_фоновая
Protoperidinium pellucidum;Dino;291.00;2.62;2013-08-06;2;Балка_фоновая
Prorocentrum micans;Dino;1311.00;15.48;2013-08-06;2;Балка_фоновая
Prorocentrum triestinum;Dino;7869.00;10.84;2013-08-06;2;Балка_фоновая
Scrippsiella trochoidea;Dino;146.00;0.87;2013-08-06;2;Балка_фоновая
Coscinodiscus sp.;Bacil;251.00;31.43;2013-08-06;5;Балка_фоновая
Ditylum brightwellii;Bacil;2263.00;107.47;2013-08-06;5;Балка_фоновая
Skeletonema sp.;Bacil;11440.00;6.59;2013-08-06;5;Балка_фоновая
Thalassionema frauenfeldii;Bacil;2514.00;25.58;2013-08-06;5;Балка_фоновая
Thalassiosira sp. (d=40);Bacil;251.00;12.34;2013-08-06;5;Балка_фоновая
Ceratium fusus;Dino;251.00;8.68;2013-08-06;5;Балка_фоновая
Dinophysis fortii;Dino;251.00;5.11;2013-08-06;5;Балка_фоновая
Prorocentrum micans;Dino;754.00;8.90;2013-08-06;5;Балка_фоновая
Scrippsiella trochoidea;Dino;251.00;1.51;2013-08-06;5;Балка_фоновая
Chaetoceros affinis;Bacil;1029.00;3.77;2013-08-20;0;Балка_фоновая
Chaetoceros decipiens;Bacil;1929.00;16.43;2013-08-20;0;Балка_фоновая
Chaetoceros didymus;Bacil;257.00;0.44;2013-08-20;0;Балка_фоновая
Coscinodiscus sp.;Bacil;129.00;16.07;2013-08-20;0;Балка_фоновая
Ditylum brightwellii;Bacil;900.00;42.75;2013-08-20;0;Балка_фоновая
Leptocylindrus danicus;Bacil;3086.00;7.98;2013-08-20;0;Балка_фоновая
Pseudo–nitzschia delicatissima;Bacil;900.00;0.09;2013-08-20;0;Балка_фоновая
Rhizosolenia setigera;Bacil;257.00;12.58;2013-08-20;0;Балка_фоновая
